Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower
2015-03-24,28.293386459350586,28.594876805473984,28.26435276829262,28.41398362011301,131369200,28.11304702758789,27.782776075016333,62.80333538521505,0.6803387809066805,0.8344380177299489,28.11304702758789,29.58301831217859,26.643075742997187
2015-03-25,27.554168701171875,28.322416469959414,27.554168701171875,28.25988499182182,206620800,28.151459407806396,27.761003944174004,51.52688368473757,0.5818057151873468,0.7839115572214285,28.151459407806396,29.51715698897858,26.78576182663421
2015-03-26,27.74622917175293,27.889158743873807,27.379971930211312,27.41570517516898,190291600,28.210752964019775,27.759596822991043,53.84562809937424,0.5132982429443373,0.7297888943660102,28.210752964019775,29.38446015964615,27.0370457683934
2015-03-27,27.525142669677734,27.84896719601415,27.44921205947402,27.819935204557797,158184800,28.25017023086548,27.73726785600882,50.83128979354776,0.4361382147485777,0.6710587584425237,28.25017023086548,29.265491338654552,27.234849123076405
2015-03-30,28.22191619873047,28.228615755721684,27.692629046312423,27.7037961105343,188398800,28.298743629455565,27.78342484102993,58.6817871515277,0.42629803868204874,0.6221066144904287,28.298743629455565,29.20522600256327,27.39226125634786
2015-03-31,27.78865623474121,28.248710593495293,27.77302336926475,28.159379203406413,168362400,28.26915235519409,27.783923069002434,53.01368169953975,0.379168353312469,0.5735189622548368,28.26915235519409,29.201305414335337,27.336999296052845
2015-04-01,27.748464584350586,27.942760281749532,27.491637408392435,27.8757612953761,162485600,28.21923885345459,27.780546070464162,52.50701324145134,0.33471620772608546,0.5257584113490865,28.21923885345459,29.15066253911903,27.287815167790153
2015-04-02,27.9874267578125,28.041024927702686,27.735067075051738,27.92266152159494,128880400,28.18428840637207,27.800248993068767,55.24573751096119,0.31513710798184746,0.4836341506756387,28.18428840637207,29.09519824722616,27.273378565517977
2015-04-06,28.440780639648438,28.47651388747033,27.766331773633098,27.797597513549732,148776000,28.16028051376343,27.861252007028735,59.962836516700136,0.33237103342291263,0.4533815272250935,28.16028051376343,29.015896202026884,27.304664825499973
2015-04-07,28.141521453857422,28.612741291445364,28.13482189606946,28.505544959128052,140049200,28.132922554016112,27.887944335298133,55.783197040279155,0.31821316493417484,0.4263478547669098,28.132922554016112,28.953479324800433,27.31236578323179
2015-04-08,28.04996109008789,28.228623946348847,27.909265240884697,28.10579301968753,149316800,28.093951988220216,27.903374502420967,54.53079663703668,0.2961904963310751,0.4003163830797429,28.093951988220216,28.84999870352179,27.33790527291864
2015-04-09,28.26434898376465,28.26881649126235,27.840027779646462,28.10578654469382,129936000,28.0626859664917,27.9377530244537,56.96702821432108,0.29266304667800824,0.378785715799396,28.0626859664917,28.731169444791515,27.394202488191883
2015-04-10,28.384946823120117,28.409513003394114,27.974024723727684,28.128119659072386,160752000,28.046606731414794,27.980342910040974,58.31989181850249,0.2961845243436727,0.3622654775082514,28.046606731414794,28.66604113871392,27.42717232411567
2015-04-13,28.329111099243164,28.713236620663952,28.2755129421435,28.66856836601396,145460400,28.05151958465576,28.01355892806023,57.419830928128995,0.29111406278278196,0.34803519456315757,28.05151958465576,28.678237041148993,27.42480212816253
2015-04-14,28.206287384033203,28.427381315785674,28.119189722922986,28.36261608247333,102098400,28.072177505493165,28.031914019105276,55.394587297985495,0.2740260365541367,0.3332333629613534,28.072177505493165,28.69064758853344,27.45370742245289
2015-04-15,28.313480377197266,28.39164471719168,28.141518829209552,28.23085023371238,115881600,28.10779800415039,28.058729862733085,56.825813824389506,0.2660661859829112,0.319799927565665,28.10779800415039,28.694898505675038,27.52069750262574
2015-04-16,28.177248001098633,28.384942774977812,28.16384888789826,28.201814177869103,113476000,28.12142095565796,28.070017304482185,54.43525363617923,0.24593020255903397,0.3050259825643388,28.12142095565796,28.70165089849286,27.54119101282306
2015-04-17,27.86012840270996,28.17055374519729,27.795363170297176,28.038791230321443,207828000,28.09585008621216,28.050027885265784,49.24224226396697,0.20205423387901789,0.2844316328272746,28.09585008621216,28.674809136609465,27.516891035814854
2015-04-20,28.496606826782227,28.612736451123215,27.953920587647207,28.043251985369725,188217200,28.096966457366943,28.092559213029254,57.91921350090713,0.2161490702080897,0.27077512030343764,28.096966457366943,28.678918380000052,27.515014534733833
2015-04-21,28.342514038085938,28.630605218971876,28.288914173119178,28.608274497684626,129740400,28.09361629486084,28.116364434463225,55.44786566758645,0.21243649364445716,0.2591073949716416,28.09361629486084,28.669067651978544,27.518164937743137
2015-04-22,28.724403381347656,28.780235297985456,28.21075077059283,28.360379898256962,150618000,28.115167140960693,28.174272905595075,60.002786785781105,0.23757095826483265,0.2548001076302798,28.115167140960693,28.748320640919257,27.48201364100213
2015-04-23,28.95889663696289,29.126392378340356,28.617205597169626,28.65293883984712,183083600,28.185403537750243,28.24899897524915,62.53562985105414,0.2732618559707305,0.25849245729837,28.185403537750243,28.864066039565092,27.506741035935395
2015-04-24,29.09512710571289,29.173293149349522,28.860632382512645,29.142027413436796,178103600,28.252848434448243,28.32958260672189,63.96337672017884,0.3089781026095899,0.26858958636061403,28.252848434448243,29.007389423579173,27.498307445317312
2015-05-01,28.79810333251953,29.06163176398269,27.982958672716148,28.161619792405876,234050400,28.316496467590333,28.374203628226425,58.7099116296289,0.3097455948199439,0.27682078805248,28.316496467590333,29.028309125910873,27.604683809269794
2015-05-04,28.742267608642578,29.159892627537275,28.644002898314415,28.92093040853838,203953200,28.342514038085938,28.40925734064701,57.74969377501483,0.3023629102330858,0.2819292124886012,28.342514038085938,29.076296520914767,27.60873155525711
2015-05-05,28.094627380371094,28.686444465235194,28.090159871888012,28.61944546883102,197085600,28.35781259536743,28.379292582525494,47.952982216643726,0.24146941651821408,0.2738372532945238,28.35781259536743,29.05669628700453,27.65892890373033
2015-05-07,28.09087562561035,28.27476919935701,27.812791325039594,27.980986729477593,175763600,28.37493314743042,28.351824300914526,47.90228639255008,0.19070976531888917,0.25721175569939686,28.37493314743042,29.028581394336285,27.72128490052455
2015-05-08,28.620128631591797,28.620128631591797,28.28149476195688,28.40932319194235,222201600,28.406568241119384,28.37737709431236,55.111748009686615,0.19098709018039983,0.2439668225955975,28.406568241119384,29.04315667862352,27.769979803615247
2015-05-11,28.328596115112305,28.60667875247134,28.17385576894177,28.568554864884298,168143200,28.400959014892578,28.372731286769497,50.9308155486761,0.16577172127660234,0.22832780233179847,28.400959014892578,29.03821941530413,27.763698614481026
2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000,28.405266666412352,28.35891635319649,49.530005388300985,0.13607622555662502,0.20987748697676378,28.405266666412352,29.03659109218951,27.773942240635193
2015-05-13,28.25906753540039,28.523695007429993,28.227671200665686,28.290463870135095,138776800,28.41572198867798,28.34940694197782,49.990773842306915,0.11376408654496473,0.19065480689040398,28.41572198867798,29.029855282187153,27.801588695168807
2015-05-14,28.918397903442383,28.918397903442383,28.516973015362268,28.57303815415217,180814000,28.448424434661867,28.403596557355396,58.54989786962517,0.1475827638406635,0.1820403982804559,28.448424434661867,29.09559965053208,27.801249218791654
2015-05-15,28.87803077697754,29.03949863999735,28.75244542172753,28.945309623559844,152832000,28.473078632354735,28.448780768747984,57.89655471485513,0.16917685403992166,0.1794676894323491,28.473078632354735,29.145767923647007,27.800389341062463
2015-05-18,29.19647979736328,29.31533760796462,28.78608260489397,28.7905687737688,203531600,28.516447067260742,28.519990200044678,61.54236865168923,0.20957070007819922,0.1854882915615191,28.516447067260742,29.25502957248518,27.777864562036303
2015-05-19,29.169572830200195,29.351223337213625,29.07313900949819,29.308613283085617,178532800,28.56461133956909,28.58185521244044,61.06125013479006,0.23668360543332057,0.1957273543358794,28.56461133956909,29.3406910874937,27.78853159164448
2015-05-20,29.167325973510742,29.373645264548497,29.005858107143048,29.153870888304162,145819600,28.607303619384766,28.637614332542373,61.01835247018955,0.25504942470289294,0.20759176840928212,28.607303619384766,29.416654523539698,27.797952715229833
2015-05-21,29.465593338012695,29.519417101566336,29.115747429775045,29.169571193328686,158921600,28.671720886230467,28.7164694759205,64.57613165732627,0.2903254611882957,0.22413850696508486,28.671720886230467,29.537049280680524,27.80639249178041
2015-05-22,29.723493576049805,29.81992739775114,29.46783667057702,29.51269152082581,182384000,28.76488914489746,28.81237653307567,67.350864506438,0.3352280676092967,0.24635641909392725,28.76488914489746,29.6613157280028,27.868462561792118
2015-05-27,29.61136245727539,29.660700053598696,29.165086138638944,29.23012019454992,183332800,28.82062692642212,28.8884704306185,64.96808237638858,0.35764297692455216,0.26861373066005223,28.82062692642212,29.779825628991983,27.861428223852254
2015-05-28,29.55305290222168,29.591176782375417,29.400557381606728,29.570994155578294,122933200,28.881153869628907,28.951763999342614,63.705908666523435,0.3664773376439072,0.28818645205682325,28.881153869628907,29.864504917222,27.897802822035814
2015-05-29,29.216655731201172,29.479040088189997,29.131435651823395,29.429702507702174,203538000,28.905766487121582,28.976991783329144,56.84461931001611,0.34238736345209375,0.29902663433587734,28.905766487121582,29.89680347722411,27.914729497019053
2015-06-01,29.274965286254883,29.465588087337622,29.165079827087666,29.21665878592011,128451200,28.921569919586183,29.005370212179216,57.695146672389065,0.3242630762297196,0.3040739227146458,28.921569919586183,29.925488397318656,27.91765144185371
2015-06-02,29.1449031829834,29.30188488682264,29.001376564909734,29.122475758744436,134670400,28.924058723449708,29.018659066541517,55.08719393176701,0.2959925059087105,0.3024576393534587,28.924058723449708,29.92993081436917,27.918186632530247
2015-06-03,29.1807804107666,29.364675696358162,29.13144281814176,29.301883018825503,123934000,28.943192577362062,29.034099194562952,55.6822946705446,0.2733320657834071,0.2966325246394484,28.943192577362062,29.953302719215625,27.9330824355085
2015-06-04,29.01034164428711,29.283939758480475,28.909425092448846,29.059679233531426,153800400,28.956596279144286,29.031836570727158,52.14731866688721,0.2388670094899048,0.2850794216095397,28.956596279144286,29.962792826850723,27.950399731437848
2015-06-05,28.851123809814453,29.084356741927525,28.786089743750175,29.041746681910034,142507200,28.994421100616456,29.014625831592614,49.01675922988465,0.19644120355284755,0.26735177799820126,28.994421100616456,29.921963787507792,28.06687841372512
2015-06-08,28.660497665405273,28.97670584773006,28.442964668084898,28.907182205972028,210699200,29.0229022026062,28.980899339574773,45.49523020243975,0.1457563218139306,0.24303268676134712,29.0229022026062,29.869136703415073,28.176667701797328
2015-06-09,28.575279235839844,28.723292021999566,28.171611267260324,28.41381136401914,224301600,29.020659732818604,28.94226885350478,43.97425912523414,0.0975868523173844,0.21394351987255458,29.020659732818604,29.87137747087868,28.169941994758528
2015-06-10,28.9027042388916,29.0058621879515,28.671714407523737,28.687412579464038,156349200,29.04936513900757,28.938500794970192,50.78253750054382,0.0848545120456734,0.18812571830717836,29.04936513900757,29.841461697509832,28.257268580505308
2015-06-11,28.83765983581543,29.194233246174658,28.812991041403812,28.96997272313957,141563600,29.079864406585692,28.92889689409831,49.49576863276988,0.06872330147862016,0.16424523494146673,29.079864406585692,29.785289709050545,28.37443910412084
2015-06-12,28.51922035217285,28.77936347181869,28.505765263561038,28.747967124409378,147544800,29.092872047424315,28.889880080581598,43.662684471892106,0.02989913722264248,0.1373760153977019,29.092872047424315,29.744846673370034,28.440897421478596
2015-06-15,28.463144302368164,28.534907599105466,28.191789283112378,28.279250747543088,175955600,29.070109367370605,28.849238577894603,42.70818332824455,-0.005332689312442795,0.10883427445567295,29.070109367370605,29.77453928983217,28.36567944490904
2015-06-16,28.61564064025879,28.67170576757551,28.3398011720048,28.48781221841555,125976400,29.056989860534667,28.826991155262622,46.15544683510082,-0.020710250790962448,0.08292536940634587,29.056989860534667,29.78463163890352,28.329348082165815
2015-06-17,28.548362731933594,28.678432523406265,28.42277568672391,28.642551732611967,131672400,29.024584007263183,28.80045511494557,44.87264001748712,-0.03788908223408427,0.05876247907825984,29.024584007263183,29.781624840387313,28.267543174139053
2015-06-18,28.67844009399414,28.77487220423219,28.530429012566156,28.53267209726164,141628800,29.00002737045288,28.78883463675972,47.88833341876808,-0.040539954542420986,0.03890199235412368,29.00002737045288,29.768439681230667,28.231615059675093
2015-06-19,28.391382217407227,28.664980332574395,28.346530796646586,28.640311537864434,218867600,28.961230182647704,28.750982025392815,42.378729781313396,-0.06505405884742643,0.01811078211381366,28.961230182647704,29.7692701644411,28.153190200854308
2015-06-22,28.617883682250977,28.718800226883594,28.499025886270193,28.590971805228726,136157200,28.91884469985962,28.73830599271264,47.510307302864696,-0.065450416206005,0.0013985424498499273,28.91884469985962,29.705256437399786,28.132432962319452
